Symbol,NSAF_SpC_ratio,hESC_Ln_NSAF,hNSC_Ln_NSAF,t_test_p,color
ARAP1,1.789726463,-10.20929886,-10.79136165,0.192510571,gray
ARAP2,2.250789553,-13.55805511,-14.36933618,,gray
ARAP3,3.876386254,-11.23261863,-12.58752197,0.018946702,red
ARCN1,1.33093745,-8.033843902,-8.319727446,0.085832934,gray
ARF3,1.260046202,-8.632585623,-8.863734011,,gray
ARF4,1.149245018,-7.613204451,-7.752309672,0.793999806,gray
ARF5,1.137981485,-8.758387084,-8.88764315,0.778902427,gray
ARF6,1.179989226,-8.433320362,-8.598825669,0.339963549,gray
ARFGAP1,1.336372173,-9.036812093,-9.326770703,0.176600056,gray
ARFGAP2,1.622611579,-9.022665019,-9.506701956,0.039103774,green
ARFGAP3,0.205946088,-11.57318687,-9.993046017,0.163995981,gray
ARFGEF1,2.049601955,-9.373088673,-10.09073428,0.008239571,red
ARFGEF2,1.391840898,-12.12543525,-12.45606251,0.607772998,gray
ARFIP1,1.518017397,-8.189871675,-8.607276814,0.004640839,green
ARFIP2,1.563402222,-9.974066197,-10.42093055,0.222069559,gray
ARFRP1,3.162177384,-11.3116957,-12.46295654,,gray
ARG2,0.560918798,-9.374187561,-8.796008433,0.000630846,green
ARGLU1,0.884886292,-10.48090258,-10.35860645,,gray
ARHGAP1,1.340005914,-8.458335623,-8.75100965,0.105040321,gray
ARHGAP10,0.414004591,-13.05901381,-12.1771356,,gray
ARHGAP11A,1.560608421,-13.64506884,-14.0901446,,gray
ARHGAP12,0.471056875,-11.73159737,-10.97882093,0.297111238,gray
ARHGAP17,0.418688668,-10.20940797,-9.338780295,0.025170962,blue
ARHGAP19,1.746219003,-11.87562543,-12.43307832,,gray
ARHGAP20,0.769989671,-14.02817187,-13.76679369,,gray
ARHGAP21,0.512851957,-12.91741039,-12.24964233,0.57625434,gray
ARHGAP22,0.780305009,-13.74755521,-13.49948481,,gray
ARHGAP23,4.877658826,-12.63009592,-14.21476128,0.032880382,red
ARHGAP28,5.72537245,-11.77536838,-13.52027599,0.021606644,red
ARHGAP29,1.254538451,-14.0725426,-14.29931034,,gray
ARHGAP30,0.592367021,-14.18064536,-13.65701649,,gray
ARHGAP32,0.379956235,-14.12700715,-13.15930795,,gray
ARHGAP33,1.238657523,-14.1056928,-14.31972096,,gray
ARHGAP39,0.541033141,-13.96133552,-13.34706078,,gray
ARHGAP4,1.509964392,-11.91637847,-12.32846454,,gray
ARHGAP5,0.122890092,-14.02912724,-11.93266236,0.080081894,gray
ARHGDIA,1.190576083,-7.384458671,-7.558895965,0.480320547,gray
ARHGEF1,1.247992715,-9.919351856,-10.14088829,0.33843872,gray
ARHGEF10,3.45209663,-10.44489584,-11.68387761,0.066343339,gray
ARHGEF10L,2.341681196,-13.46261648,-14.31348561,,gray
ARHGEF11,1.966246436,-13.37514943,-14.05127579,,gray
ARHGEF12,1.176620006,-12.76630417,-12.92895009,0.852142864,gray
ARHGEF16,1.640095832,-10.23975329,-10.73450796,0.203596971,gray
ARHGEF18,1.337957221,-11.48670819,-11.77785218,0.711923016,gray
ARHGEF19,1.125394062,-13.26652782,-13.38466107,,gray
ARHGEF2,0.511968264,-10.11921804,-9.449725403,0.094938973,gray
ARHGEF3,0.780306301,-13.38525835,-13.13718961,,gray
ARHGEF4,0.396102108,-13.92379583,-12.99771257,,gray
ARHGEF5,10.28701564,-12.20465054,-14.53553302,0.022643095,red
ARHGEF6,2.467169824,-12.91073143,-13.81380311,,gray
ARHGEF7,0.419558372,-10.01021788,-9.141665267,0.03826899,blue
ARHGEF9,0.780305009,-13.49378414,-13.24571375,,gray
ARID1A,0.322585638,-11.55040751,-10.41902087,0.166151437,gray
ARID1B,0.40146017,-13.49559191,-12.58294495,0.442618401,gray
ARID2,0.196716153,-12.05235384,-10.42636041,0.023467559,blue
ARID3A,0.360062752,-10.62090315,-9.599426197,0.048876411,blue
ARID3B,1.037952727,-8.756712002,-8.793962244,0.926742777,gray
ARID4A,1.538491215,-13.86533294,-14.29613515,,gray
ARID4B,0.30010955,-12.86862161,-11.66501391,0.012328771,blue
ARIH2,1.471345822,-9.470970774,-9.857148282,0.394187394,gray
ARL1,1.381223333,-8.914215211,-9.237184791,0.183560611,gray
ARL15,2.835818368,-10.37608861,-11.41841917,0.11536942,gray
ARL2,1.05974094,-8.551838364,-8.609862845,0.622003391,gray
ARL2BP,0.780305857,-12.0393742,-11.79130489,,gray
ARL3,0.326194032,-8.839909942,-7.719647057,0.019240307,blue
ARL4C,0.087060272,-12.47997787,-10.03882325,0.000327771,blue
ARL5B,0.983122706,-12.13300803,-12.11598669,,gray
ARL6,0.491561048,-12.40241952,-11.69225038,,gray
ARL6IP1,1.681117317,-9.529266235,-10.04872488,0.140142117,gray
ARL6IP5,0.475633809,-10.35518682,-9.612079789,0.569054015,gray
ARL6IP6,0.356342983,-11.67301056,-10.64114899,0.199630407,gray
ARL8A,1.155135882,-10.06917604,-10.21339403,0.903520688,gray
ARL8B,0.952376499,-9.413017742,-9.364222901,0.87416841,gray
ARMC1,0.995568618,-10.02824206,-10.02380083,0.99041682,gray
ARMC10,0.611883114,-10.19461363,-9.703399626,0.271610603,gray
ARMC2,1.238656276,-13.71066305,-13.92469019,,gray
ARMC5,0.76856593,-13.6241375,-13.36090857,,gray
ARMC6,2.762923085,-9.1159709,-10.13226011,0.027575857,red
ARMC8,0.824750075,-12.02556208,-11.8328872,0.742203647,gray
ARMC9,0.849293303,-11.09946516,-10.93611448,0.140034631,gray
ARMCX1,0.959134543,-10.61070236,-10.56897845,0.937541996,gray
ARMCX2,2.003356005,-9.63460119,-10.32942497,0.122153061,gray
ARMCX3,1.054103902,-10.30760729,-10.36029831,0.936405879,gray
ARMCX4,3.019977429,-11.15560397,-12.26085333,0.18825882,gray
ARNT,0.579179315,-11.7895095,-11.24336634,0.100381996,gray
ARNT2,0.780305009,-13.75174803,-13.50367763,,gray
ARPC1A,0.914285475,-8.524484639,-8.434872219,0.659095911,gray
ARPC2,0.932893139,-7.77634933,-7.70688471,0.672697373,gray
ARPC3,1.584572211,-7.820595359,-8.280909832,0.147424678,gray
ARPC5,1.269235773,-8.377964411,-8.616379377,0.487363338,gray
ARPC5L,0.886560086,-9.006676292,-8.886269915,0.441381002,gray
ARPM1,1.247697379,-12.85724189,-13.07854164,,gray
ARPP19,0.540519446,-8.503385188,-7.888160522,0.035126115,green
ARRB1,8.716588105,-9.416975457,-11.58220335,0.080979816,gray
ARRB2,0.657746219,-10.05084272,-9.631906608,0.286860912,gray
ARSB,0.316397991,-13.22414513,-12.07339074,,gray
ARSK,0.152609242,-12.76765959,-10.88778499,0.006357629,blue
ARV1,0.491561575,-12.77879007,-12.068622,,gray
ARVCF,0.474597184,-12.25392771,-11.50863884,0.354696278,gray
ARX,0.242459045,-13.50817362,-12.09125115,,gray
AS3MT,0.375814282,-9.988640666,-9.009980477,0.021866623,blue
ASAH1,1.072417405,-11.5402544,-11.61016976,0.912050931,gray
ASAH2C,0.780305009,-13.45401433,-13.20594393,,gray
ASAP1,1.125395979,-13.61115994,-13.7292949,,gray
ASAP2,0.395982959,-13.84235278,-12.91596868,,gray
ASAP3,11.3432664,-11.53674874,-13.96537304,0.002598929,red
ASCC1,1.171660018,-9.568922537,-9.727344099,0.332787111,gray
ASCC2,1.411234187,-10.61935177,-10.9638164,0.513024379,gray
ASCC3,1.404276714,-9.978841081,-10.31836346,0.236138566,gray
ASF1A,1.16045907,-9.433060274,-9.581875951,0.442196532,gray
ASF1B,0.533139887,-10.68460446,-10.05563302,0.416548927,gray
ASH1L,0.912651404,-14.41873019,-14.3273289,,gray
ASH2L,0.768143342,-10.8634506,-10.59967167,0.49454334,gray
ASL,0.538286853,-10.26848982,-9.64912614,0.073475457,gray
ASMT,0.780304039,-13.09825243,-12.85018078,,gray
ASMTL,0.324401881,-9.374077554,-8.248305397,0.016637033,blue
ASNA1,0.754154202,-8.089965593,-7.807807173,0.04990044,green
ASNS,2.655319634,-7.870837872,-8.847402909,1.39e-05,red
ASPA,0.780304195,-12.92287784,-12.67480639,,gray
ASPDH,0.236317753,-12.5910715,-11.14849353,,gray
ASPH,0.243010368,-10.55077816,-9.13612699,0.068826186,gray
ASPM,2.318305573,-13.96567233,-14.80650889,,gray
ASPSCR1,0.85697213,-9.743494986,-9.589145105,0.672059108,gray
ASRGL1,0.282829225,-10.65291494,-9.390002928,0.035516191,blue
ASS1,0.121998596,-10.23548525,-8.131739507,4.18e-05,blue
ASTE1,0.780305741,-13.73345083,-13.48538137,,gray
ASXL1,0.78030541,-14.51685779,-14.26878791,,gray
ASXL2,0.245779971,-14.44629003,-13.04297146,0.00205609,blue
ASXL3,1.238656992,-14.66341892,-14.87744664,,gray
ATAD1,0.824647688,-10.30971217,-10.11691314,0.753957343,gray
ATAD3A,1.408773408,-8.662827278,-9.00554668,0.037926296,green
ATAD3B,2.260743728,-9.057527921,-9.873221763,0.040950356,red
ATAD5,0.708954586,-14.09911013,-13.75514633,,gray
ATCAY,1.031154491,-12.64681911,-12.67749815,,gray
ATE1,0.67326799,-11.19764193,-10.80203011,0.531735848,gray
ATF1,0.983121818,-11.48839169,-11.47136945,,gray
ATF2,0.300857494,-12.47703361,-11.27591504,0.129916542,gray
ATF6,1.082066752,-11.93145196,-12.01032483,0.799772114,gray
ATF7,0.414242138,-11.39566,-10.5143554,0.010213949,blue
ATF7IP,0.570972266,-10.07740687,-9.51699223,0.2112374,gray
ATG12,0.261180942,-11.81052635,-10.4679845,0.143678781,gray
ATG16L1,0.220250236,-11.94483039,-10.43183945,0.211755205,gray
ATG2A,1.169298453,-13.66742756,-13.82383152,,gray
ATG2B,1.206969558,-13.86908574,-14.05719846,,gray
ATG3,2.954898687,-9.027183692,-10.11064806,0.091721625,gray
ATG4A,0.780305009,-13.16312521,-12.91505481,,gray
ATG4B,0.724699728,-9.935010736,-9.613012857,0.024515929,green
ATG4C,0.780303818,-13.30354407,-13.05547215,,gray
ATG4D,1.786453455,-12.74062793,-13.32086027,,gray
ATG5,0.708752604,-9.811713215,-9.467464466,0.089564476,gray
ATG7,0.593940513,-11.09984465,-10.57886854,0.1280139,gray
ATG9A,0.520107695,-12.28438698,-11.6306676,0.442391003,gray
ATHL1,0.619328496,-13.81524028,-13.33612082,,gray
ATIC,1.164652175,-6.924384374,-7.076806854,0.078420794,gray
ATL1,0.781508968,-13.22393103,-12.97740237,,gray
ATL2,1.35448416,-9.871863777,-10.17528447,0.534680626,gray
ATL3,0.656220737,-9.990098961,-9.568840904,0.032131382,green
ATM,0.350609618,-12.05741498,-11.00933311,0.026815149,blue
ATN1,1.253652993,-13.32299073,-13.54905241,,gray
ATOX1,0.120542726,-9.412632963,-7.296881949,0.000272526,blue
ATP10A,0.780305399,-14.4892247,-14.2411548,,gray
ATP11A,0.875356918,-13.7780704,-13.64494683,,gray
ATP11B,0.374426812,-14.24739581,-13.26503688,,gray
ATP11C,1.531897225,-11.57031781,-11.99682479,0.596277154,gray
ATP12A,4.079475771,-12.35155392,-13.75752241,0.019036104,red
ATP13A1,0.926006341,-10.20839214,-10.13151795,0.818986306,gray
ATP13A2,1.966245025,-13.55679438,-14.23292003,,gray
ATP13A3,1.997926856,-13.57905363,-14.2711637,,gray
ATP1A1,1.365089506,-7.73885104,-8.050071039,0.021037724,green
ATP1A2,0.425768559,-10.50601615,-9.652156775,0.063190538,gray
ATP1A3,6.886056982,-11.85082207,-13.78032071,0.019650781,red
ATP1A4,1.841241295,-12.3379017,-12.94834166,,gray
ATP1B1,1.72028941,-8.555842057,-9.098334595,0.062731502,gray
ATP1B3,1.268617403,-8.255819805,-8.493747453,0.235105968,gray
ATP2A1,1.087796567,-13.12960874,-13.21376289,,gray
ATP2A2,0.97349135,-8.188288608,-8.161422268,0.642036436,gray
ATP2A3,1.043015362,-12.34759713,-12.38971304,,gray
ATP2B1,0.269826181,-10.4947355,-9.184758194,0.002882355,blue
ATP2B2,0.23474397,-12.97817385,-11.528914,0.085897304,gray
ATP2B3,0.448224764,-13.82118108,-13.01872061,,gray
ATP2B4,0.02405787,-13.81246303,-10.08516994,0.004288985,blue
ATP2C1,1.698916564,-10.05385838,-10.58384912,0.389644267,gray
ATP2C2,0.343446531,-13.10256095,-12.03383711,0.123433379,gray
ATP4A,1.94898617,-12.09911527,-12.7664246,0.352073974,gray
ATP5A1,1.178845397,-6.482852678,-6.64738816,0.196329727,gray
ATP5B,1.111435769,-6.163866972,-6.269519637,0.474769229,gray
ATP5C1,1.071944456,-7.934856438,-8.004330686,0.647623594,gray
ATP5D,1.007711361,-8.442314749,-8.449996529,0.983335917,gray
ATP5EP2,0.619328391,-11.10849788,-10.62937825,,gray
ATP5F1,1.086374646,-7.823725224,-7.906571363,0.483206808,gray
ATP5H,0.912888441,-7.14864144,-7.057499844,0.551028313,gray
ATP5I,1.345503439,-6.771130116,-7.067898364,0.041427412,green
ATP5J,1.137460655,-7.373078782,-7.501877064,0.430013659,gray
ATP5L,1.008518577,-6.903972788,-6.912455287,0.950378549,gray
ATP5O,1.101105394,-7.198718847,-7.295033425,0.156619914,gray
ATP5S,0.529517941,-10.72043024,-10.08464201,0.222625918,gray
ATP6AP1,0.788476742,-10.55164716,-10.31399479,0.352930327,gray
ATP6AP2,0.818081715,-9.914558528,-9.713765476,0.453165347,gray
ATP6V0A1,1.648464952,-11.12484422,-11.62468875,0.098852248,gray
ATP6V0A2,1.463348517,-12.31159844,-12.69232576,0.631858279,gray
ATP6V0A4,0.49156094,-13.91007414,-13.19990478,,gray
ATP6V0C,1.320687426,-9.417637861,-9.695790239,0.638353601,gray
ATP6V0D1,1.390479725,-9.721539997,-10.05118881,0.086344569,gray
ATP6V1A,0.766971266,-8.196465845,-7.931159903,0.004083012,green
ATP6V1B2,0.846240003,-8.717028235,-8.550075967,0.498140184,gray
ATP6V1C1,2.371250109,-9.134440531,-9.997857819,0.006631371,red
ATP6V1C2,1.238656992,-13.0024072,-13.21643492,,gray
ATP6V1D,0.688324309,-10.15345193,-9.779956758,0.044592358,green
ATP6V1E1,1.102725065,-9.093582834,-9.191367282,0.686652417,gray
ATP6V1E2,1.275109447,-12.33715345,-12.58018547,,gray
ATP6V1F,0.420630978,-9.901125711,-9.035126345,0.227802067,gray
ATP6V1G1,1.082392091,-8.687294469,-8.766467959,0.816080746,gray
ATP6V1H,0.567417624,-10.13856193,-9.571902234,0.065022612,gray
ATP7A,0.934748156,-13.53359108,-13.46611294,,gray
ATP7B,1.224816461,-13.40693096,-13.60972196,,gray
ATP8A1,0.983122706,-14.00524088,-13.98821954,,gray
ATP8B1,1.560611319,-13.84627228,-14.2913499,,gray
ATP9B,0.773711036,-12.8587174,-12.60216059,,gray
ATPAF1,0.641591711,-9.992809983,-9.549006841,0.107399236,gray
ATPAF2,1.542694025,-11.68785471,-12.12138497,,gray
ATPBD4,0.955609368,-10.15324922,-10.10784316,0.871937077,gray
ATPIF1,2.151475625,-10.60422692,-11.37038086,,gray
ATR,1.902021878,-12.93470183,-13.5776193,,gray
ATRIP,1.238656339,-12.79061935,-13.00464655,,gray
ATRN,0.542802653,-12.5471865,-11.93617704,0.066235249,gray
ATRX,0.526030517,-12.84598191,-12.20358586,0.493720962,gray
ATXN10,0.819341663,-8.375757805,-8.176503695,0.378601293,gray
ATXN1L,1.238657561,-13.4808644,-13.69489258,,gray
ATXN2,1.783914395,-10.26242948,-10.84123953,0.111845912,gray
ATXN2L,0.736879306,-8.973720281,-8.668389117,0.30272126,gray
ATXN3,1.789705095,-10.17730004,-10.7593509,0.21262056,gray
ATXN7,0.612396979,-13.52427346,-13.03389891,,gray
ATXN7L1,1.238657723,-13.73233954,-13.94636785,,gray
ATXN7L3B,0.858836625,-9.254354308,-9.10217774,0.702486797,gray
AUH,1.140343747,-12.39222101,-12.52355076,,gray
AUP1,0.982232967,-10.70869488,-10.69076812,0.973775541,gray
AURKA,3.17387251,-9.995915004,-11.15086746,0.015277951,red
AURKAIP1,0.49156119,-12.46997803,-11.75980918,,gray
AURKB,4.849172599,-11.42438387,-13.00319196,,gray
AUTS2,0.619329016,-13.08511844,-12.60599982,0.626689026,gray
AVEN,0.746335664,-10.80233728,-10.50975745,0.669121941,gray
AVL9,0.873792055,-11.523986,-11.38907314,0.757026923,gray
AXIN1,0.780304554,-13.95089522,-13.70282424,,gray
AXL,1.292828296,-11.11085023,-11.36768252,0.322159229,gray
AZI1,0.281348819,-13.33586015,-12.06770012,0.054470318,gray
B2M,1.082066184,-10.8254486,-10.90432095,,gray
B3GALNT2,1.238657439,-13.2390424,-13.45307048,,gray
B3GALT5,1.238658272,-12.68219629,-12.89622505,,gray
B3GALT6,0.491562162,-12.97272776,-12.26256088,,gray
B3GALTL,0.619330552,-13.38726824,-12.9081521,,gray
B3GAT3,0.122783824,-12.41129958,-10.31396958,0.036929109,blue
B3GNT1,1.238655849,-11.45245247,-11.66647927,0.38090529,gray
B3GNT2,0.780306041,-13.16060507,-12.91253599,,gray
B3GNT7,1.560611061,-12.70853697,-13.15361442,,gray
B4GALT1,2.47731727,-12.23892764,-13.14610387,,gray
B4GALT4,2.28105859,-10.32075019,-11.14538982,0.083017841,gray
B4GALT7,2.477316684,-12.04243623,-12.94961222,,gray
BACH1,0.825957969,-12.57689561,-12.38568422,,gray
BACH2,0.780305009,-13.91126429,-13.66319389,,gray
BAD,0.780304135,-12.06958717,-11.82151565,,gray
BAG1,0.780305906,-13.0202133,-12.77214405,,gray
BAG2,4.445778414,-8.335985146,-9.827940121,0.000207976,red
BAG3,4.627246116,-10.38622792,-11.91818982,0.253789409,gray
BAG4,0.813065443,-10.36373971,-10.15679603,0.079075605,gray
BAG5,0.46624809,-11.51859517,-10.75555777,0.032295938,blue
BAHCC1,0.750263006,-13.88776549,-13.60043403,,gray
BAHD1,1.238656348,-13.60491691,-13.81894411,,gray
BAI1,1.560610842,-13.8512321,-14.29630941,,gray
BAI3,0.491561353,-14.50445296,-13.79428445,,gray
BAIAP2,0.284902967,-12.80113942,-11.5455328,0.050143127,gray
BAIAP2L1,1.898390612,-9.952554182,-10.59356066,0.099762024,gray
BAIAP3,1.238656992,-14.0248074,-14.23883512,,gray
BAK1,0.820087767,-11.03050078,-10.83215687,0.68305004,gray
BANF1,0.384549222,-8.226336709,-7.270653225,0.02108402,blue
BAP1,0.619328797,-13.07519969,-12.59608072,,gray
BASP1,0.604588317,-7.133096736,-6.629889217,0.281751287,gray
BAT2,5.62935666,-9.476479516,-11.20447468,0.38044851,gray
BAT2L1,0.922287278,-10.72318473,-10.64228621,0.683012556,gray
BAT2L2,0.969838311,-9.468833351,-9.43820744,0.932388706,gray
BAT3,1.281018769,-8.924785446,-9.17244112,0.274497032,gray
BAT5,0.828920857,-10.51876267,-10.33113207,0.397813366,gray
BAX,1.101903514,-7.757699598,-7.85473875,0.573331454,gray
BAZ1A,2.83581562,-13.46719412,-14.50952371,,gray
BAZ1B,0.281348398,-13.65019196,-12.38203044,0.059615293,gray
BAZ2A,1.238656992,-13.90060831,-14.11463603,,gray
BBS1,0.588843493,-11.83979648,-11.31020163,,gray
BBS10,0.199318139,-13.76008121,-12.14722817,,gray
BBS12,1.560610018,-13.27983944,-13.72491622,,gray
BBS5,1.19488708,-13.28054792,-13.45859961,,gray
BBS7,0.619328791,-13.7489542,-13.26983522,,gray
BBS9,1.559922338,-13.1362149,-13.58085093,,gray
BBX,0.65270589,-13.19531231,-12.76868366,,gray
BCAM,0.560632216,-9.504398284,-8.925708109,0.010795512,green
BCAP29,1.105065604,-12.68090058,-12.78080529,,gray
BCAP31,1.83159861,-8.229742157,-8.8349313,0.073402478,gray
BCAR1,18.30423409,-9.774511317,-12.68164372,0.023014058,red
BCAR3,0.983122706,-13.66100631,-13.64398497,,gray
BCAS2,0.609337449,-10.36456883,-9.869185768,0.210125093,gray
BCAS3,0.194147849,-13.15109511,-11.5119598,0.204466195,gray
BCAT1,0.801839954,-7.757194613,-7.536348364,0.107343942,gray
BCAT2,0.175734487,-12.38295697,-10.64417595,0.145479863,gray
BCCIP,1.090604572,-8.106041774,-8.192773969,0.560808781,gray
BCKDHA,0.272421799,-10.26009629,-8.959692607,0.020474808,blue
BCKDHB,0.360345555,-10.84856085,-9.827869013,0.07156746,gray
BCKDK,0.834284479,-11.47420167,-11.29302084,0.836194248,gray
BCL10,0.574934093,-12.39666198,-11.84316212,,gray
BCL11A,2.326177302,-12.81180891,-13.65603519,,gray
BCL11B,0.780304544,-13.97237807,-13.72430707,,gray
BCL2L1,2.066084729,-10.54325059,-11.26890597,0.439092734,gray
BCL2L11,0.135258319,-12.46494012,-10.46437126,0.000353043,blue
BCL2L12,1.56060828,-12.29466545,-12.73974111,,gray
BCL2L13,0.917965348,-10.81219796,-10.72660232,0.829815758,gray
BCL7C,0.491562146,-12.66560773,-11.95544083,,gray
BCL9,0.29387487,-11.42730666,-10.20270544,0.077351679,gray
BCL9L,1.024010764,-11.43295634,-11.45668338,0.972018267,gray
BCLAF1,0.514750518,-10.02885315,-9.364780226,0.123696077,gray
BCMO1,0.776619942,-13.01902235,-12.76621816,,gray
BCOR,0.730958777,-13.88905907,-13.57566086,,gray
BCORL1,1.216189743,-13.50859945,-13.70432226,,gray
BCR,0.674168492,-11.02387963,-10.62960442,0.259747458,gray
BCS1L,1.586314169,-11.62537447,-12.08678766,,gray
BDH1,0.994852674,-10.58554477,-10.58038415,0.990041045,gray
BDH2,0.819354315,-8.936717559,-8.73747889,0.589877078,gray
BDP1,0.523163266,-14.54049671,-13.89263502,,gray
BECN1,1.560610018,-12.82382255,-13.26889933,,gray
BEND3,0.282829516,-12.2039602,-10.94104921,0.20685259,gray
BEST4,0.780305009,-13.33576979,-13.0876994,,gray
BET1,1.303967163,-9.203787521,-9.469198802,0.281347341,gray
BFAR,6.023525248,-11.47322665,-13.26889933,,gray
BHLHA9,0.780305009,-12.6362574,-12.388187,,gray
BHLHB9,1.238656088,-13.25007232,-13.46409931,,gray
BHLHE40,0.429417904,-12.96664822,-12.12132352,,gray
BICD1,2.616316806,-12.35112256,-13.31289009,0.002168337,red
BICD2,2.369466549,-12.5859898,-13.44865465,,gray
BID,1.443693575,-9.486905306,-9.854110118,0.26637789,gray
BIN1,0.372138965,-10.8471437,-9.85865577,0.121694615,gray
BIN3,0.780304573,-12.57259493,-12.32452397,,gray
BIRC3,1.229231096,-13.35683558,-13.56322443,,gray
BIRC6,1.230858321,-10.5905894,-10.79830114,0.501777448,gray
BLM,1.028760024,-12.2688909,-12.29724511,0.983558497,gray
BLMH,0.708463479,-8.448511001,-8.103854232,0.232217276,gray
BLOC1S1,1.966247417,-11.51396299,-12.19008985,,gray
BLOC1S2,1.566659151,-11.06140242,-11.51034785,,gray
BLOC1S3,1.238656575,-12.022841,-12.23686838,,gray
BLVRA,1.003576344,-8.389866191,-8.393436155,0.984809646,gray
BLVRB,0.222659665,-10.20414904,-8.702038198,0.200114685,gray
BMP1,0.780304496,-14.07032921,-13.82225816,,gray
BMP2K,1.130213821,-12.34605596,-12.4684628,0.719041991,gray
BMP4,1.238656992,-12.95689036,-13.17091808,,gray
BMPR1A,1.966245412,-12.760168,-13.43629384,,gray
BMS1,0.245567624,-13.04244836,-11.63826545,0.179883289,gray
BNC1,0.780303975,-14.07840951,-13.83033778,,gray
BNIP1,2.007015122,-11.603022,-12.29967061,,gray
BNIP3L,0.309664011,-12.6147528,-11.44248539,,gray
BOD1,0.465683181,-9.473539199,-8.709289453,0.169722364,gray
BOD1L,0.668589693,-10.93942272,-10.536838,0.524912491,gray
BOLA1,0.833561395,-10.01721194,-9.835164017,0.735659132,gray
BOLA2B,0.822980755,-7.32267061,-7.127848147,0.466368997,gray
BPGM,0.187565761,-12.50245209,-10.82882632,0.010459393,blue
BPHL,0.165399635,-11.32854596,-9.529155258,0.069095655,gray
BPNT1,0.798224993,-9.308222532,-9.082857757,0.028391342,green
BPTF,0.475907078,-12.01785709,-11.27532443,0.054440617,gray
BRAF,0.71650672,-13.81785351,-13.48448586,,gray
BRAP,1.159348623,-10.3793339,-10.52719222,0.575279418,gray
BRCA1,1.439720321,-12.25197764,-12.61642651,0.743667157,gray
BRCA2,0.681659471,-15.08243533,-14.69921027,,gray
BRCC3,0.592909112,-10.11881976,-9.596105599,0.224256485,gray
BRD1,0.7803047,-14.25754105,-14.00947025,,gray
BRD2,0.737305252,-10.3987055,-10.09395221,0.608768221,gray
BRD3,0.697769013,-9.768851535,-9.408984377,0.287072242,gray
BRD4,0.713062277,-9.605978784,-9.267792267,0.174610287,gray
